Stavek,Polisemna lema
"Od prvih neposrednih volitev leta 1979 je dobival vse več parlamentarnih pravic, zlasti kot sozakonodajalec in proračunski organ. ",leto
"Podprl je tudi sprejetje evropskega statuta zasebnih družb, da bi spodbudil dejavnost malih in srednje velikih podjetij v drugih državah članicah. ",velik
Kateri jezik govorite? ,jezik
Vsako leto spomladi Evropska komisija predloži predhodni predlog proračuna za naslednje leto. ,leto;leto
"""Pospremim te do vrat.""",vrata
Zaprl sem oči.,zapreti
"Hvaležno se nasmehnem in se zvrnem v posteljo, zamencam z nogama in jih potegnem visoko k sebi; če ne bi imel špehastega vampa, bi se lahko, tako kot včasih, s koleni dotaknil prsnih bradavic, tako pa samo namestim svoji sklenjeni roki (kot bi molil) v mednožju, spustim nekaj stokov ugodja, zaprem oči in se v položaju dopoldanskega zarodka zvrnem v mrtvice sna.",zapreti
"Spet ena tistih reči, ki mi gredo na živce že sedemnajst let, pa ji tega nisem nikoli rekel... ",leto
"""Veš, Rebeka, nenadoma sem ugotovil, da sem že dvajset let na začetku. ",leto
V vseh teh letih si nisem uspel ustvariti prav nobenega položaja. ,leto
"Dva fanta pod pazduho držita dekletovo drobno postavo; skoraj jo vlečeta za sabo, njeni nogi, obuti v težke bulerje, mehko klecajo, njena glava pa omahne zdaj k enemu fantu, ki ji v hipu in grobo potisne svoj jezik v usta, zdaj na drugo stran, k drugemu, ki ji mimogrede stori isto...",jezik
HLADNO PIVO,hladen
"Pač pa so tu klopi v treh vrstah, zelo jasna podoba, pomislim, svetloba visokih učilnic, rumenkasti zidovi, Titova slika, Marksova slika, Engelsova slika, Leninova slika, Kajuhova slika, zemljevid Jugoslavije, TUKAJ SEM POFUKAL BIBO, v klop vrezan napis in potem pobarvan s črno tinto, in seveda večno vprašanje, zastavljano prav vsa štiri leta: jo je res pofukal, in kdo je bil tisti, ki jo je na klopi, v predavalnici zgodovine in samoupravljanja, predvsem pa, kdo je bila tista Biba, ki mu je dala, če je dala njemu, neznanemu frajerju, bi dala tudi meni, nam, vsem... ",leto;zgodovina
"To ji seveda ni bilo všeč, spomnim se, da je večkrat jokala in si z nestandardno velikim robcem brisala svoj ogromni in navzdol zasukani nos. ",velik
"Hvala bogu, da začne duo 'Nostalgični fantje' igrati z vso hrupno vehemenco in me odreši neprijetnega in nepotrebnega pojasnjevanja.",igrati
"""Da bolj zadene,"" se zareži mozoljar in med svojimi rumenimi zobmi pregrizne belo tabletko, Željka pa s pivom pogoltne novo pest tablet. ",pogoltniti
"V mislih si hitro ponovim prvo kitico državne himne, poskušam se spomnit, kdo je dal odločilen gol v Madridu leta 1972. ",leto
Privleče me do vrat... ,vrata
Zaloputnem vrata. ,vrata
"""Koleni sta kot veliki, okrogli in slepi očesi,"" roki počasi spustim po njenih drobnih nogah prav do gležnjev, ""nogi sta lovki, tvoje dlani,"" zdaj jo primem za dlani, ""pa takšna klapasta ušesa.""",velik
"Najraje sem vsa ta leta, vedno znova in znova, prebiral Andri}evo Prokleto avlijo, tolikokrat sem prebral morda samo še Marquezovo Patriarhovo jesen, ki jo ima Petra že tri leta neprebrano na nočni omarici. ",leto;leto
"Vodne kapljice tečejo v dolgih sragah prek trebuha, drsijo čez kosmati griček, kjer se nekatere ustavijo med dlakami in se zaiskrijo kot stekleni biseri, druge pa spet zdrsnejo naprej in jaz jih prestregam z ustnicami, jih lovim z jezikom, ga nastavljam, da padajo nanj in mi polzijo v grlo, ko si med gubo dišečega spolovila iščejo pot, da bi kapnile nazaj v kopalno kad. ",jezik
Njeno dihanje premika mojo glavo. ,dihanje
"Kleči sredi pisoarja in barva straniščna vrata, položena na tla. ",vrata
"""A vse boste prebarvali?"", rečem kar malo razočarano, saj se zavem, da sem prišel v stranišče predvsem zato, da bi še enkrat prebral tisti napis na notranji strani straniščnih vrat.",vrata
Po kolenih se odplazim do mizice pri vratih. ,vrata
"""Poglej, z repom je pomahala,"" vzklikne Kaja in poklekne poleg.",rep
"Zdravnik ji pogleda v gobček, dviguje pasji ustnici, šari med njenimi zobmi, jo obrača, premika, si ogleduje sluznico, jezik... ",jezik
Vrata se odpro. ,vrata
Zapre vrata za sabo. ,zapreti;vrata
"Hkrati pa me je vedno bolj strah razočaranja, da Željke ne bo tam, ko bom odprl vrata. ",vrata
Velike črke. ,velik
Največje. ,velik
"V velikih, poševnih in po vsem listu raztresenih črkah se skriva zaresen strah To vem, to čutim. ",velik
"Ni bila na igli,"" rečem jezno, saj se spomnim na Marjana, ki je prvi uporabil to besedo: 'igla'. ",igla;igla
"""Če bi bila na igli, bi to opazil.""",igla
"Komedije srednjih let, ki se nenadoma, nekega jutra zgrne nate, da začneš obsedeno razmišljati o Smrti: o Smrti, ki z vso silovitostjo trešči v naše spoznanje, nam življenje naslika z nadihom minljivosti, dokončne končnosti, o Smrti, ki je pravzaprav vedno bila z nami, pa je nismo nikoli tako močno čutili kot ravno zdaj, ko se srednja leta prevešajo in ni prav nobenega popravnega izpita več... ",leto;leto
"Nisem bil sposoben ironije, s katero bi premagal krizo srednjih let. ",leto
Do štiridesetega leta! ,leto
"po trinajst let, in ko so se iztekle, se je vse skupaj začelo",leto
francoske monarhije in preganjanje katoliške cerkve v letih 1789,leto
"Hiše enake; a bolj ko se pomikamo proti poloma, večja je razlika",velik
"Sistem, ki je od antike dalje še vedno najbolj",sistem
-škorpijonu: spolnost igra pomembno vlogo pri,igrati
- Strelcu: oseba je predmet ostrih ideoloških napadov.,oster
Saturna gospodarja I. Pomembnost je odvisna tudi od večje ali,velik
"sistemom, ki ponujajo brezštevilna polja raziskav. ",sistem
Velika sramežljivost,velik
X - Prijatelji igrajo odločilno vlogo pri uspehu v,igrati
"Izraz je izdelal leta 1947 dr. Louis Corman, sodobni",leto
Rak velika voda ženski,velik
Kozorog velika zemlja ženski,velik
planetov v sonČnem sistemu. ,sistem
izjemno aktivna in strastna. ,aktiven
"naprava, ki podira vrata in obzidja obkoljenih mest,torej odpira",vrata
Pluton v sistemu RET kondicionalistiČne astrologije,sistem
"Tu lahko najveČjo pomembnost pripišemo planetom, ki so v",velik
"Zgodovina nam kaže, da je bilo malo",zgodovina
Za to bomo vzeli efemeride iz leta 1947 in prišteli 37,leto
znaČajem velikega iskatelja. ,velik
"V 25 letih svojega obstoja smo rasli in lahko rečemo, da je španski Playboy zdaj odrasel, kar nas spet sili v premislek o naši filozofiji, saj se je španska družba spremenila in bralci zahtevajo drugačne stvari, več vsebine in manj preproste erotike.« ",leto
"Vključil se je v družbo, saj ga moji prijatelji tudi vsi poznajo, s seboj pa je imel ravno svojo novo izvoljenko, ki je bila miss Avstrije, ampak ne tisto leto, ampak leto prej. ",leto;leto
"Imel jih je dlje kot tri leta, zato ne bo prijavil te prodaje, misleč, da je davka oproščen. ",leto
"Ampak Dušan ni vedel, da ima skupaj s sestro, mačeho in drugim taščinim možem dovolj velik delež, da se šteje kot pretežni. ",velik
"Globoko v sebi sem si želel, da bi se bila srečala pred leti.",leto
"Lekcija: porabite večino časa v telovadnici za razvijanje velikih mišic, pa bodo majhne mišice, kot so bicepsi in tricepsi, rasle same od sebe. ",velik
Več kot 3 leta izkušenj na vodstvenem položaju? +4,leto
"Statistika je grozljivo zaskrbljujoča: kar od 60 do 90 odstotkov moških, ki se poskušajo znebiti grde razvade, začne prej kot v enem letu ponovno spuščati iz ust dimne signale. ",leto
"V raziskavo so zajeli 483 kadilcev in ugotovili, da je pri tistih, ki so zadnjo cigareto prižgali pred dvema letoma, manj kot štiri odstotke verjetnosti, da tobaku ponovno podležejo. ",leto
"LETA, KI SO POTREBNA, DA SRCE TELESNO NEAKTIVNEGA MOŠKEGA UDARI 8.000.000-KRAT: 19",leto
Velik delež holesterola nikakor ne vpliva škodljivo na količino maščob v krvi.,velik
"A vi, dragi moji, boste hladni kot kisla kumarica. ",hladen
"Ljudje s krvno skupino 0, ki razvojno izvirajo iz lovcev in nabiralcev hrane, se ne počutijo dobro, če ne uživajo mesa. ",lovec
"Gre za najstarejšo krvno skupino, ki je nastala približno 40.000 let pred našim štetjem. ",leto
"Ne vemo natančno, zakaj so na območju osrednje Evrope zabrisane sledi neandertalca iz obdobja približno 30.000 let pred našim štetjem, vendar znanstveniki domnevajo, da ni bil sposoben prenašati tamkajšnjih življenjskih razmer. ",leto
Tedaj se je izoblikoval tudi prebavni sistem krvne skupine 0. ,sistem
"Kromanjonski človek se je hitro razmnožil, to pa je povzročilo oster boj za lovišča. ",oster
Približno 20.000 let pred našim štetjem so se kromanjonci priselili v Evropo ter se kmalu razširili po vsej celini. ,leto
Že najmanjša količina lahko povzroči veliko škodo,velik
"• Za fižol je znano, da napenja, to pa v veliki meri velja tudi za tiste vrste, ki so navedene med ustreznimi živili. ",velik
"Oster smrkelj povzroča rane v nosu in na zgornji ustnici; solze so blage, oči pa vseeno lahko pečejo; močno draženje na kihanje; glavobol v čelu; raskav, odsekan kašelj.",oster
"Grlo je občutljivo za dotik; krčeviti napadi kašlja z oteženim dihanjem, vse do davljenja in celo bruhanja. ",dihanje
< Poslabšanje: ponoči; ob vznemirjenju ali zaradi hladnega zraka.,hladen
- Umazano rumena obloga jezika. ,jezik
"< Poslabšanje: z gibanjem, na hladnem, ob pogledu na hrano ali ob vonjanju hrane.",hladen
"Najpogostejši vzroki so hormonska nihanja med puberteto, motnje mesečnega cikla, oslabelost prebavnega ali imunskega sistema pa tudi alergijske reakcije na kozmetična sredstva.",sistem
"Ponuja nam nežen sistem zdravljenja, ki se potrjuje že dobri dve stoletji in ki deluje s »čudežnim učinkovanjem že najmanjšega odmerka«, kakor je neka angleška zdravnica navajala besede Johanna Wolfganga Goetheja.",sistem
"Da bi poiskali še nova zdravila, so Hahnemann in njegovi učenci v naslednjih letih na sebi opravili številne poskuse z rastlinskimi, živalskimi in mineralnimi snovmi. ",leto
"Leta in leta je uveljavljenemu zdravstvu javno in ostro očital medicinsko nesposobnost, ob tem pa hotel sam izboljšati medicino ravno s »sredstvi, v katerih ničesar več ni«.",leto;leto
- najmanj 5 let delovnih izkušenj,leto
Super lahki torti z veliko sadja in z ogromno jogurta se vaši gostje zagotovo ne bodo mogli upreti. ,velik
"Ni trajalo dolgo, ko so skozi vrata pokukale majhne glavice. ",vrata
"Kje je kdo, ki velik je kot Ti, ni ga ni, ni ga ni.",velik
"Predsednik Državnega zbora Republike Slovenije Janez Podobnik, dr. med.",zbor
Od četrtega leta po začetku veljavnosti tega Sporazuma zagotovijo tudi prost pretok kapitala v zvezi s portfeljskimi naložbami.,leto
"- učinkovit nadzor nad ravnijo onesnaževanja; sistem obveščanja o stanju okolja,",sistem
"Pogodbenice sodelujejo z namenom, da v Sloveniji razvijejo učinkovite revizijske sisteme na podlagi usklajenih metod in postopkov Skupnosti.",sistem
"- izmenjavo informacij s področja revizijskih sistemov,",sistem
"a) kadar se izdelek, ki ga sestavlja skupina predmetov ali je sestavljen iz izdelkov, uvršča po pogojih Harmoniziranega sistema v eno tarifno številko, potem celota pomeni enoto kvalifikacije,",sistem
"2.2 Če je v 1.stolpcu združenih več tarifnih številk ali pa je navedena številka poglavja in je zato opis izdelkov v 2. stolpcu splošen, se zraven navedena pravila v 3. ali 4. stolpcu uporabljajo za vse izdelke, ki se po Harmoniziranem sistemu uvrščajo v tarifne številke tega poglavja ali v katerekoli tarifne številke, združene v 1. stolpcu.",sistem
"Mila, organska površinsko aktivna sredstva, pralni preparati, mazalni preparati, umetni voski, pripravljeni voski, izdelki za loščenje ali čiščenje, sveče in podobni izdelki;paste za modeliranje in ""zobozdravstveni voski"" ter zobarski preparati na osnovi sadre, razen: Izdelava, pri kateri se vsi uporabljeni materiali uvrščajo v drugo tar. št., kot je tar. št. izdelka. ",aktiven
"5902 Kord tkanine za avtomobilske plašče iz preje in najlona, poliestra in viskoznega rajona velike jakosti:",velik
"Skupnost in Slovenija soglašata, da bosta uvedli metode in sredstva, potrebna za vzpostavitev učinkovitega sistema za izmenjavo informacij v primeru radiološke nevarnosti.",sistem
Gospod Pavel Goltnik že od leta 1945 tke platno na statvah. ,leto
"Kadar se zberejo predsedniki držav in vlad vseh držav članic, se ta zbor imenuje »Evropski svet« ali tudi »vrh Evropske unije«. ",zbor
Poslanske skupine v Evropskem parlamentu leta 2007 – poslanci po strankah (skupno 785),leto
Nanje lahko izvaja precejšen pritisk – ima možnost omejiti dostop njihovih izdelkov na velik evropski trg.,velik
Kmetijstvo je bilo vključeno v sistem državnih subvencij in zagotovljenih odkupnih cen. ,sistem
"Potrošnikom je ta sistem zagotavljal oskrbo in razmeroma stabilne, nizke cene osnovnih živil.",sistem
"Leta 1985 so Nemčija, Francija in države Beneluksa (Belgija, Nizozemska in Luksemburg) v luksemburškem Schengnu podpisale Schengenski sporazum o postopni odpravi kontrol na skupnih mejah.",leto
"Širitev Evropske unije s toliko novimi državami je bila za institucije Evropske unije precejšen izziv in to ne samo zaradi povečanja števila uradnih jezikov, ki jih je zdaj 23. ",jezik
"Turčija, ki je bila s posebno pogodbo že od leta 1963 povezana s skupnostjo, je konec leta 2004 dobila zeleno luč za začetek pogajanj o članstvu. ",leto;leto
Ta pogajanja so se zanjo skupaj s Hrvaško začela oktobra leta 2005. ,leto
"Nemoč proti vojnam, ki divjajo pred domačimi vrati: vojne, ki so od leta 1991 naprej izbruhnile v nekdanji Jugoslaviji, so prebudile mnogo evropskih vlad. ",vrata;leto
"Čeprav so se spopadi odvijali tako rekoč pred vrati skupnosti, proti njim ni mogla prav dosti ukreniti.",vrata
"V tem dialogu, ki ga vodijo boginja pravičnosti Astrea in mnoge velike osebnosti (Epikur, Aleksander Veliki, Orfej, Cicero, Platon, Aristotel, Diogen, celo Macchiavelli idr.), gre za številne različice zemeljskega ugodja, ki pa ni sámo po sebi zadostno za pot v nebesa. ",velik;velik
Anton Bajec: Rast slovenskega knjižnega jezika. ,jezik
Tone Pretnar: Iz zgodovine slovenskega verznega oblikovanja. ,zgodovina
"V štiridesetih letih se je tem interesom pridružilo še zgodovinopisje, kar je bil nasledek neohumanističnih teženj. ",leto
"V njihovem okviru se je vzdrževal položaj latinščine, piaristi pa so začeli upoštevati tudi živi jezik (nemščino). ",jezik
"Do 1792. leta so bile na Slovenskem vsaj štiri normalke, šest dekliških šol, osem glavnih šol in kakih 141 trivialk. ",leto
"Najprej so jo pretvorili iz izobraževalne ustanove v ustanovo za vzgojo dobrih podložnikov, leta 1805 pa so jo vrnili v roke duhovništva. ",leto
"Sile, ki so v politiki privedle do nastanka ""svete zveze"", so tudi šolstvo pahnile v nazadovanje, ki je trajalo do 1869. leta.",leto
Slovenščina je bila priznana kot učni jezik tako v osnovni kakor v srednji šoli. ,jezik
Poleg tega je bil Pohlin po svoji redovni pripadnosti avguštinec (diskalceat); na ta samostanski red pa so se od srede XVIII. stoletja vezali veliki upi in je tudi zares obilo pomenil v uresničevanju vladarjeve razsvetljensko-absolutistične politike. ,velik
"Med bivanjem na Dunaju (1775-1781) se je Pohlin seznanil s Žigo Popovičem, a hkrati opažal spremembe v odnosu do češkega jezika v državi. ",jezik
"Češčina je bila uradni jezik (šola in pisarna), njena vloga je rasla z uvajanjem na nemške vojaške akademije in na dunajsko vseučilišče. ",jezik
"Ta povezava s slovenskim pokrajinskim in kmečkim ambientom je bila programske narave; ponos, ki preveva stihe, je imel jasno zavest o vlogi slovenskega zgodovinskega subjekta v zgodovini, iz česar je izhajala prerodna vnema celotne skupine. ",zgodovina
"Njena naloga je bila, ugotoviti slovnično normo slovenščine, iskanje racionalistične logike v jeziku (""grammaire raisonée"") pa je bilo preveč kabinetsko, da bi lahko obrodilo sad. ",jezik
"Kulturnozgodovinsko pomembno dejanje tega krožka je nov prevod biblije (zadnji zvezek 1802. leta); z njim je bila premagana partikularizacija slovenščine, knjižni jezik je bil ponovno utemeljen v tradiciji, pomembno pa se je razširila tudi njegova leksika.",leto;jezik
To potrebo je izražal v slovnici in s Zoisovo pomočjo se je delo začelo že 1809. leta. ,leto
"Zarnik je v volilnem programu 1869 sicer poudarjal, ""da nam med vsemi državnimi kombinacijami Avstrija daje še vedno največje poroštvo za ohranjanje in vzdrževanje naše narodnosti, a to edino le takrat, ako se Avstrija na svoji po naravi odmerjeni, to je federativni podlagi ustroji"". ",velik
"Že tu je bil postavljen pogoj, ki je 1870 v Slovenskem narodu prerastel v dvom o nepremakljivi zvestobi Slovencev do Avstrije, v istem listu pa je bila samo leto kasneje že izražena želja po drugačni monarhiji, ker se ob tedanji ""moramo oklepati, navduševati in žrtvovati le za svojo ožjo domovino"" (3. januarja 1871). ",leto
"Takšna izbira imen ima predvsem narodno-spodbudni namen, ki želi pokazati prvovrstne pesniške stvaritve v slovenščini ter s tem utrditi prepričanje o razvitosti maternega jezika. ",jezik
"Hkrati ko spodbija manjvrednostne komplekse, se vse bolj približuje slovanskim književnostim, posebej pripovedni prozi (Turgenjev je zastopan že 1878 z Novino, v osemdesetih letih pa z izdajo Lovčevih zapiskov, J. I. Kraszewski s Kočo za vasjo, Gogolj z Mrtvimi dušami in Sienkiewicz z romanom Z ognjem in mečem). ",leto
"Za njima so iz odprtega okna Kračeve krčme hrumeli neubrani glasovi divjega zbora, ki je mučil nocoj že tretjič Zagorske zvonove, tam iz nasprotne dobrave, kjer so odšli po stranskih stezah grobeljski fantje v sosedno vas, pa je odmevalo njih ukanje."" ",zbor
"Realizem je torej celovit miselni, doživljajski in stilni sistem, ki prežema ustvarjanje v besedi druge polovice XIX. stoletja. ",sistem
"Za ozračje je značilno, da je bil na Dunaju Ljubljančan Jurij Sladkonja, dirigent dvornega pevskega zbora, skladatelj, v letih 1513 do 1522 pa dunajski škof, ki ni bil sovražen novim idejam. ",zbor;leto
"Do 1523. leta je bil na dunajskem dvoru tržaški škof Peter Bonomo, ki je kasneje s Trubarjem prišel v neposreden stik. ",leto
"Večji vpliv je utegnil dobiti za Kreljevega superintendentstva v Ljubljani (1565-1567), vendar je tübinška teološka centrala z Melissandrovo afero poskus zatrla. ",velik
"Ko Trubar govori o cerkveni slikariji, na njej poudarja njeno specifičnost, ki je posledica slikarske šole (""velike brade inu mostače""). ",velik
"Na splošno velja, da je 1848. leto z revolucijo pomenilo olajšanje. ",leto
Največjo odločnost so pokazali nekateri slovenski kulturniki v zvezi z narodnostnim vprašanjem. ,velik
"Zato je bil razumljiv odpor do volitev v frankfurtski parlament; z njimi bi prišlo do vsenemške zveze, v kateri je bila nevarnost za slovanski živelj mnogo večja. ",velik
"Deželne in okrajne komisije, ki so do srede petdesetih let uredile to agrarnopravno vprašanje, so določale odškodnino, za katero so se izrekli tudi takratni slovenski politiki. ",leto
"Od države pa je vendarle dobil zemljo, kar ga je navezalo na oblast in odtegnilo vplivom meščanstva, ki bo v prihodnosti imelo večjo zgodovinsko vlogo. ",velik
Ta religiozni in narodnostni romantik je v vsakem jeziku videl izraz božanske volje. ,jezik
"Že v pridigi, ki jo je 1838. leta govoril v Jarnikovi župniji, je opuščanje ali celo nezvestobo do materinščine povezal s smrtnim grehom in s tem slovenski prerod motiviral tudi metafizično. ",leto
Slomšek je ta svoj nazor o obrambi domačega jezika in folklore vezal na idejo o ohranitvi cerkvene vernosti med slovenskim ljudstvom. ,jezik
"Poudarjanje dobrih ljudi v svobodi je postalo temelj svetovne družine narodov, kar v jeziku današnjega časa pomeni temelj tvorne koeksistence.",jezik
"Z odhodom v Zagreb se je odločil za ilirizem, ker je bil prepričan, da bo zgodovina potrdila njegov korak. ",zgodovina
"Njegova zadnja slovenska pesem Sporočilo, ki jo ""s trepetom"" pošilja od juga, je izpoved velikega razočaranja Guliverja med Liliputanci, kakor je ob priložnosti izrazil svoje razmerje do Gajeve politične koncepcije hrvaštva. ",velik
"Noviški urednik je v pesniku videl človeka, ki ""nam je prvi razodel veličanstvo slovenske poezije in pred njim nepoznano mogočnost in krasoto jezika našiga, - kateriga Slovenija je začela novo dobo pesništva slovenskoga, - kteriga poezije so še le prav vnele srca nadepolnih naših mladih pesnikov"". ",jezik
"Ko je začenjal objavljati XIX. spev Homerjeve Ilijade v prevodu Koseskega, je zapisal, da so tudi v tem primeru ""nauki slovenskiga jezika"", pesnik pa je sposoben ""čudovite krasote Homerove povesti v slovenskim jeziku nam popolnoma razodeti"". ",jezik;jezik
Najden je bil v koroškem Zgodovinskem društvu v Celovcu ter je z objavo v Kresu (1881) prišel v evidenco slovenske slovstvene zgodovine pod imenom Celovški rokopis. ,zgodovina
"Gojili so ga zlasti samostani, ki so po letu 1200 najprej uveljavili prošnji klic k Mariji pomočnici in nato Marijino litanijsko pesem. ",leto
"Zanjo je mestna občina doslej prispevala za pripravljalna dela 19 milijonov, v letih do 2005 pa pričakujejo, da bi za baročno fasado potrebovali še 402 milijona davkoplačevalskega denarja. ",leto
"Po načrtih mestnih oblastnikov naj bi v tem letu mestni proračun zagotovil tri milijone in nekaj čez tri milijone še v letu 2002, medtem ko bi v naslednjih treh letih moral letno zagotoviti še po 58,3 milijona tolarjev.",leto;leto;leto
A v le dobrega pol leta so obiskovalci ženskega in moškega stranišča na avtobusni postaji v Lenartu te edine javne sanitarije ponovno dodobra razdejali. ,leto
"""Konec lanskega leta smo morali spet zagotoviti denar za ureditev sanitarij in zdaj zelo resno razmišljamo o drugačnem vzdrževanju, saj se nam zdi vse bolj nesmiselno, da vzdrževanje plačujemo vsi, poškodujejo pa jih največkrat ponoči, ko deluje, čeprav nezakonito, en sam lokal,"" je o temi, ki se mnogim zdi obrobna, a navsezadnje gre za prvo podobo mesta, ki si prizadeva biti prijazno za domačine in obiskovalce, povedal Avgust Zavernik.",leto
"57. podelitev zlatih globusov, filmskih nagrad združenja tujih novinarjev v Hollywoodu",tuj
"Za povečanje kvote je zaslužen Uroš Pavlovčič, saj je na zadnjih dveh slalomih osvojil prve točke svetovnega pokala in se z njimi prebil med šestdeset najboljših slalomistov.",osvojiti
"Obljubljamo, da bo revija Rože in vrt po novem letu še bolj slovenska in zato še bolj vaša. ",leto
Slavnostna podelitev nagrad velike nagradne akcije revije Rože & VRT in podjetja Unichem: ,velik
"Bližajoči se božič, konec starega in pričakovanje novega leta nas tako okupirajo, da nas hitenje potegne v vrtinec, potem pa zmanjka časa za druga opravila. ",leto
"Nagrajencem čestitamo in jim želimo, ne samo da bi jim mačehe lepo cvetele, ampak tudi da bi se v površnikih in majicah podjetja Syngenta počutili udobno in prijetno ter da bi jim prihodnje leto boni za nakup rastlin vsaj malo razbremenili družinski proračun. ",leto
"Za ljubitelje dreves bodo ob dnevu odprtih vrat slovenske kulture, v sredo, 3. decembra, pripravili predavanje Slovenska imena tujerodne drevnine. ",vrata
"Okraski bodo še lepši, če bomo vodo zamrzovali v plasteh in če bomo v njej zamrznili zelene vejice iglavcev, rdeče plodove, začimbe (zvezdasti janež, cimetove paličice) ali posušene kobule korenovk. ",zamrzniti
Zopet zamrznemo in ponovno dolijemo vodo. ,zamrzniti
"Če bomo obesek zamrznili skupaj z vrvico, ga bomo pozneje lahko obesili na drevo ali vrtno ograjo, seveda le če bo zunaj dovolj hladno. ",zamrzniti
Največji vpliv na njihovo razporeditev imata geografska lega ter relief krajine. ,velik
Hranimo ga neprepustno zaprti posodi v temnem in hladnem prostoru. ,hladen
Za odišavljenje kosa govedine (pri kuhanju) ali večje ribe (pri pečenju) zadošča po en zvezdasti plod. ,velik
"Seveda z njim lahko okrasimo tudi vhodna vrata na vrt, vrtno ograjo ali vrtno uto. ",vrata
"Pevka in igralka Melita Osojnik, znana ustvarjalka za otroke, živi v Trnovem v Ljubljani, kjer sta z možem pred leti kupila prekrasno hišo z velikim vrtom, ki ga je zasadila že prvo leto – od začimb in dišavnic do pora, blitve, korenja, radiča, fižola, rabarbare; celo brokoli in bob sta ji zrasla, pod staro smreko pa so zacvetele potonike, dalije in astre. ",leto;velik;leto
"Angleška igralka je pri svojih 60 letih v odlični kondiciji in še vedno vsa mladostna, baje zato, ker veliko ur preživi na vrtu in svežem zraku. ",leto
"Predvsem sem nora na vzgojo krompirja in čebule, ki jo je treba vsako leto posaditi na isto mesto, medtem ko preostala zelenjava zahteva kolobarjenje,« pravi igralka. ",leto
"Če pomislim, da me afriške vijolice spremljajo iz otroških let, da jih še danes videvam po okenskih policah stanovanj ljubiteljic, da zaljšajo tudi marsikatero pisarniško polico, in če preletim nekatere rastlinske forume v naši deželi – potem sem prepričan, da bi slovenski klub ljubiteljev teh simpatičnih sobnih lepotic imel precej več članov kot oni na hladnem severu. ",leto;hladen
"V soboto, 6. decembra, ob 11. uri lahko svoje malčke med 5. in 12. letom pošljete na delavnico o časih, ko so na zemlji še živeli dinozavri – Dinodan. ",leto
"Pod naslovom Izdelovanje božično-novoletnih okraskov pa bo v soboto, 13. decembra, v upravni stavbi potekala brezplačna Lumpi delavnica za najmlajše, od 4. do 10. leta starosti. ",leto
"V drenažne odprtine nato potisnemo steblo s posušenimi cvetnimi kobulami hortenzij, večjo posodo, ki je prav zaradi mraza že pred leti ostala brez dna, pa napolnimo z odrezanim šopom trave. ",velik;leto
"Ker pa vsako takšno drevo v stanovanju zavzame kar nekaj prostora, je razpon med željami in realnostjo običajno velik. ",velik
"V letih, odkar je bila soseska zgrajena in dograjena, se je zelenje v njej lepo razbohotilo in je danes videti kot en sam velik, poseljen park. ",leto;velik
"Vrt – mini arboretum – je pred sedemnajstimi leti zasnoval doktor Aleš Gnamuš, biolog in ekolog. ",leto
"Projekta se je lotil z velikim navdušenjem, in kot sam pravi: »Eko oaza je zasebni neprofitni mini arboretum, ki predstavlja tipično slovensko valovito pokrajino v malem ob prikazovanju nekonvencionalnega vrtnega oblikovanja in množice drevesnih vrst in grmovnic, organiziranih po principih ekologije rastišč, varovanja rastlin in tako imenovane permakulture.« Vrt je tudi nekakšno poskusno polje, na katerem se je teoretično znanje mladega znanstvenika in raziskovalca preizkušalo v praksi. ",velik
"Ali da bi kraljico, ko je bila pri nas na obisku, vprašali po vrtu, čeprav je najbrž največja, dobesedno, vrtičkarica in kmetica stare celine. ",velik
"Če imate dovolj časa in volje, je vaš vrt lahko celo večji. ",velik
"Velike rastline ne smejo zakrivati manjših, cvetlični lončki in korita pa ne smejo biti preveč nagneteni. ",velik
"Tako pa smo trinajstega oktobra sedle za mizo Špela Korinšek (vodja Kluba Gaia), Nevenka Breznik (strokovnjakinja Kluba Gaia) in Mojca Sušnik Klemenčič (glavna urednica revije Rože & vrt) in pred velikim kupom poslanih fotografij obsedele nekaj ur. ",velik
"Da pa se ne bi izobraževali samo odrasli, so isto soboto, 15. novembra, med 14. in 16. uro pripravili poučno delavnico Izdelovanje ptičjih krmilnic, na katero so vabljene vse generacije, še posebej pa otroci od četrtega do desetega leta starosti. ",leto
"Jeseni ne gre za vzgojno rez, za štetje očes in premišljevanje o tem, ali želimo majhne ali velike cvetove. ",velik
"Na kratko jih porežemo samo vsako tretje leto, in to spomladi, ko jih še okopljemo in pognojimo. ",leto
"S ščetko jih umijemo v blagi milnici, dobro speremo in razpostavimo, da se posušijo, nato jih zložimo po velikosti v večje kupe in brez skrbi čakamo pomladi. ",velik
"Tu je dobila tudi marsikatero idejo o vzgoji rastlin, saj mora pri tako velikem vrtu marsikatero rastlino vzgojiti doma.",velik
"V drugih evropskih deželah je v večjih vrtnarskih centrih res mogoče izbirati med kosi naplavljenih korenin ali debel, pa tudi na večjih vrtnarskih sejmih se pojavljajo razstavljavci, ki ponujajo pohištvo, izdelano iz različnih naplavin. ",velik;velik
"Tiste okrasne luke, ki se sami širijo z množenjem čebulic in z leti ustvarijo šope, je priporočljiveje razmnoževati z deljenjem šopov. ",leto
"Tako bodo nove sadike zacvetele veliko prej, kot če bi čakali na sejančke, ki potrebujejo vsaj od dve do tri leta, da dozorijo do prave velikosti.",leto
