Polisemna lema;Stavek
vložiti;Predlog stališča do predloga zahteve Državnega zbora, da Ustavno sodišče presodi, ali bi z odložitvijo uveljavitve Zakona o spremembah in dopolnitvah Zakona o odvetništvu ali zaradi njegove zavrnitve na referendumu lahko nastale protiustavne posledice, ki ga je vložila skupina poslancev (s prvopodpisanim mag. Borutom Sajovicem), Predlagatelj: minister za pravosodje
vložiti;Proti tej sodbi je tožnik vložil revizijo zaradi bistvene kršitve
vložiti;Zato je v skladu z določbo tretjega odstavka 370. člena Zakona o pravdnem postopku (ZPP) ni mogoče (utemeljeno) vložiti zaradi zmotne ali nepopolne ugotovitve dejanskega stanja. 
vložiti;Proti citirani sodbi je tožeča stranka vložila pravočasno pritožbo. 
vložiti;Zahteva iz petega odstavka 477. člena ZPP se lahko vloži le, dokler katerakoli izmed pravdnih strank ne izkoristi pravice iz prvega ali drugega odstavka tega člena.
vložiti;Tožnica je vložila pravočasno pritožbo iz vseh razlogov po določilih 338. člena ZPP in sicer zaradi absolutnih bistvenih kršitev pravil postopka, nepopolne ugotovitve dejanskega stanja ter zmotne uporabe materialnega prava in pritožbenemu sodišču predlagala, da pritožbi ugodi, izpodbijani sklep spremeni tako, da zadevo vrne sodišču prve stopnje v ponovno odločanje. 
vložiti;Primer: Mati 16.5.2009 prvič vloži vlogo za priznanje pravice do otroškega dodatka za svojo 12-letno hči.
vložiti;Stranka vloži zahtevek za uskladitev podatkov v carinski deklaraciji na predpisanem obrazcu .
vložiti;KJE IN KAKO vloži samoprijavo
vložiti;Vlagatelj je dne 12.2.2010 na naročnika naslovil zahtevo za nadaljevanje postopka pred Državno revizijsko komisijo, v delu, v katerem je naročnik njegov zahtevek za revizijo zavrgel, pa je pred Državno revizijsko komisijo vložil pritožbo. 
vložiti;ZRPJN v prvem in drugem odstavku 13. člena (Predhodni preizkus zahtevka za revizijo) naročniku nalaga, da po prejemu zahtevka za revizijo preveri, ali je pravočasen in ali ga je vložila upravičena oseba iz 9. člena ZRPJN. 
vložiti;Toplotna črpalka odvzema toploto okoliškemu zraku in z njo ter dodano električno energijo segreva vodo do temperature 55°C. Za pogon naprave (kompresorja in ventilatorja) je potrebno vložiti 30 % energije (električne), 70% energije pa pridobimo iz okolice (zastonj).
vložiti;Hkrati z ustavno pritožbo so pritožniki vložili tudi pobudo za začetek postopka za oceno ustavnosti 376. člena Obligacijskega zakona (Uradni list RS, št. 83/01 – v nadaljevanju OZ), kolikor se nanaša na zamudne obresti. 
vložiti;Procesni pogoj, da je zahtevo vložil upravičeni predlagatelj, je izpolnjen. 
vložiti;"Državni tožilec lahko vloži zahtevo samo, kadar nastane vprašanje ustavnosti in zakonitosti v zvezi s postopkom, ki ga vodi (peta alinea prvega odstavka 23. člena Zakona o Ustavnem sodišču; Uradni list RS, št. 15/94 - v nadaljevanju: ZUstS). "
vložiti;Pred Ustavnim sodiščem teče postopek za preizkus ustavne pritožbe (št. Up-133/96), ki jo je dne 10.5.1996 vložila pritožnica zoper sodbo Vrhovnega sodišča. 
vložiti;Obalni sindikat upokojencev iz Kopra je vložil pobudo za oceno ustavnosti in zakonitosti Sklepa o uskladitvi pokojnin od 1/1- 1994 z dne 18/1-1994 (Uradni list RS, št. 4/94), ker je po njegovem mnenju v nasprotju s 160. členom Zakona o pokojninskem in invalidskem zavarovanju. 
vložiti;Pritožnik je dne 17.2.1998 vložil ustavno pritožbo zoper v izreku tega sklepa navedeno odločbo Ministra za pravosodje.
vložiti;Pobudnik v vlogi z dne 19. 1. 1996 navaja, da je kot tujec pri pristojnem upravnem organu vložil prošnjo za izdajo dovoljenja za začasno prebivanje. 
vložiti;ZDRS (Uradni list RS, 1/91-I), ki je stopil v veljavo dne 25. 6. 1991, je v prvem odstavku 40. člena določil, pod kakšnimi pogoji lahko državljani drugih republik pridobijo slovensko državljanstvo: Državljan druge republike, ki je imel na dan plebiscita o neodvisnosti in samostojnosti Republike Slovenije, dne 23. decembra 1990, prijavljeno stalno prebivališče v Republiki Sloveniji in tukaj tudi dejansko živi, pridobi državljanstvo Republike Slovenije, če v šestih mesecih od uveljavitve tega zakona vloži vlogo pri za notranje zadeve pristojnem upravnem organu občine, na območju katere ima stalno prebivališče.
vložiti;ZAzil) vložil prošnjo za azil. 
vložiti;Zoper odločbo je vložil tožbo na Upravno sodišče, ki pa jo je s sodbo št. U 168/00 z dne 23. 2. 2000 zavrnilo. 
vložiti;Glasoval sem za Sklep Ustavnega sodišča, s katerim se zavrača Predlog za obnovo postopka, ki ga je vložila Tatjana Nemec iz Domžal. 
vložiti;Vlada je vložila zahtevo za oceno zakonitosti drugega odstavka 4. člena, drugega odstavka 5. člena, 6. člena, kolikor se nanaša na izdajo upravne odločbe (drugi odstavek), in 10. člena Odloka. 
vložiti;Ker organ lokalne skupnosti ni uskladil svojega predpisa z ZGJS, je Vlada vložila zahtevo za oceno zakonitosti po določbi tretjega odstavka 57. člena Zakona o upravi (Uradni list RS, št. 67/94 s spremembami - v nadaljevanju: ZUpr).
vložiti;Pobudnici sta vložili nov predlog, s katerim ponovno predlagata začasno zadržanje izvrševanja 14. člena ZZDej-F. V predlogu samo ponavljata dejstva in okoliščine, ki jih je Ustavno sodišče že ocenjevalo pri sprejemu sklepa z dne 12. 7.
vložiti;Pobudnik naj bi bil v kazenskem postopku pred Temeljnim sodiščem v Mariboru, v zvezi z njim je vložil tudi ustavni pritožbi št. Up-92/95 in Up-220/97.
vložiti;"Če bi z izpodbijanjem teh določb uspel, bi lahko vložil zahtevo po 416. čl. ZKP; samo pod tem pogojem ima pobudnik pravni interes za izpodbijanje predpisa, ki ne velja več."
vložiti;Po določbi pete alineje 23. člena Zakona o Ustavnem sodišču (Uradni list RS, št. 15/94 – v nadaljevanju ZUstS) lahko vloži zahtevo za oceno ustavnosti in zakonitosti državni tožilec, če nastane vprašanje ustavnosti in zakonitosti v zvezi s postopki, ki jih vodi. 
vložiti;V kazenskem postopku to pomeni, da sprejema kazenske ovadbe, se odloča, ali bo zahteval uvedbo preiskave, ali bo vložil obtožbo pred sodiščem in jo nato zastopal, ter vlagal pritožbe zoper nepravnomočne sodne odločbe in izredna pravna sredstva zoper pravnomočne sodne odločbe. 
vložiti;Ustavno sodišče je v postopku za preizkus ustavne pritožbe, ki jo je vložil A. A. iz Ž., ki ga zastopa Odvetniška pisarna B. – B. in odvetniki, d. n. o., o. p., Z. Z., na seji senata dne 30. marca 2006 in v postopku po četrtem odstavku 55. člena Zakona o Ustavnem sodišču (Uradni list RS, št. 15/94)
vložiti;Do nasprotnega stališča bi lahko privedla samo ocena, da uveljavljenemu odvetniku ni težko plačati izrečene denarne kazni.[10] Tudi če bi bilo temu res tako, moramo upoštevati, da pritožnik ustavne pritožbe ni vložil samo ali predvsem zaradi njenih finančnih učinkov. 
vložiti;Tuji posredniki lahko pri Davčni upravi Republike Slovenije vložijo vlogo za pridobitev statusa pooblaščenega tujega posrednika . 
vložiti;Vloga se vloži pisno na naslov Davčna uprava Republike Slovenije, Posebni davčni urad, p.p. 2588, 1001 Ljubljana.
vložiti;Poleg medijev pa so se nad restavracije s hitro hrano spravili tudi zagovorniki javnega zdravja, ki so proti omenjenim restavracijam vložili številne tožbe.
vložiti;Prav tako meni, da je veliko dela potrebno že sedaj vložiti tudu v pomlajevanje gledalcev, če jih želimo še vedno imeti čez 10 let. 
vložiti;"US: U-I-238/07-52; v nadaljevanju: ZRPJN) v senatu predsednice Miriam Ravnikar Šurk kot predsednika senata ter članic mag. Maje Bilbija in Vide Kostanjevec kot članic senata, ob sodelovanju svetovalca Vojka Maksimčuka, v postopku nadzora nad zakonitostjo postopka oddaje javnega naročila za pranje perila, začetega na podlagi zahtevka za revizijo, ki ga je vložil vlagatelj Bistra, d. o. o., Kidričeva cesta 55, Škofja Loka (v nadaljevanju: vlagatelj) zoper ravnanje naročnika Osnovno zdravstvo Gorenjske, Gosposvetska ulica 9, Kranj (v nadaljevanju: naročnik) 26. 2. 2010 soglasno"
vložiti;Zahtevek za revizijo, ki se nanaša na vsebino objave in/ali razpisno dokumentacijo, se lahko vloži najkasneje v 10 dneh od dneva objave obvestila o javnem naročilu oziroma dostopnosti razpisne dokumentacije. 
vložiti;V nobenem primeru pa ni mogoče zahtevka za revizijo vložiti po roku, ki je določen za oddajo ponudb (2. odstavek 12. člena ZRPJN), na podlagi česar je Državna revizijska komisija presodila, da so vlagateljeve navedbe v zvezi z zahtevano vrednostjo kisika prepozne.
vložiti;Vlagatelj je po pooblaščencu, z vlogo, z dne 29. 3. 2010, vložil pritožbo zoper naročnikovo odločitev o zavrženju zahtevka za revizijo. 
vložiti;Vlagatelj je vložil zahtevek za revizijo brez pooblaščenca, strokovnjaka pravne stroke in je kot laik in prava nevešča stranka sledil pozivu naročnika in takso nakazal na edini, na pozivu naročnika naveden, račun, ki pa se je kasneje izkazal kot napačen. 
vložiti;Državna revizijska komisija dalje tudi iz skupne prijave ni ugotovila, da bi morebiti vlagatelj kot vodilni partner lahko samostojno, oziroma v imenu in za račun ostalih partnerjev v skupni prijavi, vložil zahtevek za revizijo. 
vložiti;In sedaj si predstavljajte, da bi samo za eno ali za ključne zadeve nekdo prišel in vložil zahtevo za to, da se umakne oznaka tajnih podatkov in bi potem šest mesecev, recimo, čakali na proceduro in lepo zamudili vse te zadeve. 
vložiti;V takem primeru izgubita pravico, da vnovič podata predlog oziroma vložita tožbo.
vložiti;(4) Zahteve za varstvo zakonitosti zoper sodne odločbe in sodne postopke iz prejšnjih odstavkov, ki so bile zavržene kot prepozne zaradi izteka roka iz 559. člena Zakona o kazenskem postopku (Uradni list RS, št. 63/94), se lahko v skladu s prejšnjimi odstavki ponovno vložijo.
vložiti;(4) Če naročnik na podlagi 92. člena tega zakona vloži ugovor oziroma sproži spor glede višine zneska na računu, operater do končne rešitve spora oziroma do dokončne odločitve agencije ne sme izvesti ukrepov iz tega člena, če je naročnik v roku poravnal nesporni del računa ali znesek, ki ustreza povprečni vrednosti zadnjih treh nespornih računov. 
vložiti;V takšnem primeru bi lahko vsak izvajalec predavanj zdravstveno vzgojnih vsebin, ki bi menil, da nekdo krši določila ZVOP-1, pri Pooblaščencu vložil prijavo.
vložiti;Zoper navedeno odločbo organa je prosilec pri organu vložil pritožbo dne 24. 10. 2007. 
vložiti;Zoper odločbo iz prejšnjega odstavka je prosilec vložil pritožbo dne 25.4.2005, v kateri navaja, da zavrnilna odločba organa ni utemeljena in da sta oba zahtevana dokumenta informaciji javnega značaja, saj obravnavata predvsem področje delovnih razmerij v Policijski akademiji in Policiji ter v tej zvezi odnose med nadrejenimi in podrejenimi uslužbenci ter upravljanje in vodenje. 
vložiti;Pooblaščenec na koncu pripominja, da s tem, ko je bila zahteva prosilca zavrnjena, pravica dostopa do informacije javnega značaja ni bila dokončno izčrpana, zato lahko prosilec zahtevo za posredovanje uporabnega dovoljenja za celotno traso hitre ceste Škofije Srmin pri organu kadarkoli ponovno vloži.
vložiti;Prosilec se je kljub prejemu dokumentov, zahtevanih v svoji prvi zahtevi (v zvezi s katero je 09.11.2007 vložil pritožbo zaradi molka organa), pritožil dne 30.01.2008, ker, kot navaja, zahtevanih informacij ni prejel v zahtevani elektronski obliki. 
vložiti;Zoper odločbo organa je prosilec pri Pooblaščencu dne 11. 7. 2008 vložil pritožbo, v kateri je navedel, da vlaga pritožbo zato:
vložiti;Upravni spor se sproži s tožbo, ki se vloži v 30 dneh od vročitve te odločbe na Upravno sodišče, Fajfarjeva 33, Ljubljana. 
vložiti;Tožba se lahko vloži pisno po pošti ali pri navedenem sodišču. 
vložiti;Tožba z morebitnimi prilogami se vloži v najmanj treh izvodih. 
vložiti;Prosilcu je bilo pojasnjeno, da ga o ugotovitvah akcije in izrečenih ukrepih lahko organ obvesti v nadaljevanju, kot to določa 24. člen ZIN, vendar je vložil pritožbo. 
vložiti;Na odločbo organa je prosilec dne 28. 11. 2007 pri Pooblaščencu vložil pritožbo. 
vložiti;Zoper odločbo iz prejšnjega odstavka je prosilec dne 22.03.2007 pri organu vložil pritožbo.
vložiti;V slednjem primeru je tožeča stranka vložila ugovor na vsebino zapisnika. 
vložiti;Prosilec je dne 16.11.2005 pri organu vložil »poizvedbo« o informaciji javnega značaja iz lokacijskega dovoljenja št. 35102-058/94 za gradnjo vodovoda v krajevni skupnosti Ledine. 
vložiti;Prosilec je dne 3.6.2005 pri Pooblaščencu vložil pritožbo. 
vložiti;Družba za avtoceste v RS (Dars) bo letos v obnove vložila 41 milijonov evrov, kar je približno tretjina manj kot lani. 
vložiti;Davčni zavezanec lahko najpozneje do vročitve odmerne odločbe, do začetka davčnega inšpekcijskega nadzora, do začetka postopka o prekršku ali do kazenskega postopka, vloži davčno napoved oziroma popravljeno davčno napoved na podlagi samoprijave.
vložiti;Na vrhovno tožilstvo je bila podana ovadba proti 17 ljudem, prav tako pa so vložili tudi zahtevek za obvarovanje prodaje nepremičnin.
vložiti;V nakup zemljišč, pridobitev dokumentacije in v gradnjo oziroma obnovo objektov je Petrol v letu 1999 vložil 5,8 milijarde tolarjev. 
vložiti;Zoper pravnomočno sodbo je vložila revizijo tožnica, ki uveljavlja revizijska razloga nepravilne uporabe materialnega prava in bistvene kršitve določb pravdnega postopka. 
vložiti;Dne 21. 2. 1995 ji je hrvaški nosilec pokojninskega in invalidskega zavarovanja odmeril starostno pokojnino namesto predčasne, dne 1. 3. 1995, pred sklenitvijo Sporazuma, pa je tožnica vložila zahtevek za priznanje pravice do sorazmernega dela pokojnine pri toženi stranki. 
vložiti;Zoper navedeni sklep je dedič M. S. vložil pravočasno laično pritožbo, ki je vsebinsko enaka kot pritožba, ki jo je prvostopenjsko sodišče štelo za umaknjeno. 
vložiti;"RS, št. 110/2002 in nasl.; v nadaljevanju: ZGO-1) lahko objekt iz tretjega odstavka 1. člena ZGO-1, zgrajen brez gradbenega dovoljenja zaradi preprečitve naravne oziroma druge nesreče oziroma zato, da so se z njegovo pomočjo zmanjšale njene posledice, ostane kot stalen objekt tudi po tem, ko so prenehale okoliščine, zaradi katerih je bil zgrajen, vendar samo, če njegov investitor oziroma lastnik po prenehanju navedenih okoliščin pri pristojnem gradbenem organu vloži zahtevo za izdajo uporabnega dovoljenja, tej zahtevi pa priloži geodetski načrt novega stanja zemljišča in ustrezno dokazilo o izpolnjevanju bistvenih zahtev in uporabno dovoljenje tudi pridobi. "
vložiti;Po uveljavitvi KZ je pooblaščenec zasebnega tožilca pri sodišču prve stopnje vložil zasebno tožbo zaradi kaznivega dejanja lahke telesne poškodbe po prvem odstavku 133. člena KZ. 
vložiti;Zoper njegovo sodbo je tožena stranka vložila revizijo. 
vložiti;In Državno pravobranilstvo, ko je ugotovilo s tožbo Vrhovnega sodišča in ko je ugotovilo, da Upravno sodišče sledi v pravni državi tožbam Vrhovnega sodišča, pove, da sicer je pritožbo možno vložiti, ni je šlo vlagati, ker je seveda ugotovilo, da je možnost za zmago v tej pritožbi zelo majhna. 
vložiti;Soproga italijanskega premierja Silvia Berlusconija je vložila zahtevo za ločitev. 
vložiti;Zato je ljubljanski regijski odbor zbornice začel zbirati podpise in v začetku junija vložili zahtevo za sklic izredne skupščine o predčasni razrešitvi predsednice zbornice. 
vložiti;Poslanci SDS in SNS so vložili predlog za razrešitev Pavla Gantarja , očitajo pa mu kršenje ustave in parlamentarnega poslovnika. 
vložiti;Apple je pri ITC obtožbo proti HTC vložil v maja, v njej je HTC prav tako obtožil kršenja tehnoloških patentov. 
vložiti;Zoper odločbo iz prejšnjega odstavka je prosilec dne 30. 10. 2009 pri organu vložil pritožbo, v kateri je navedel, da se z zavrnitvijo in razlogom zavrnitve, da informacija ne obstaja, ne strinja. 
vložiti;(1) Zahtevo za odločitev o sporu glede pristojnosti med sodišči in drugimi državnimi organi in o sporu glede pristojnosti med državnim zborom, predsednikom republike in vlado lahko prizadeti organ vloži v roku 90 dni od dneva, ko je zvedel, da je drug organ posegel v njegovo pristojnost ali jo prevzel.
vložiti;Pritožbo je treba vložiti v treh dneh od dneva vročitve sklepa strankam.
vložiti;(3) Revizije ni mogoče vložiti v sporih zoper akte volilnih organov za državne oziroma lokalne volitve.
vložiti;Pravno sredstvo je potrebno vložiti v treh dneh od dneva vročitve sklepa.
vložiti;Vlogo za izdajo potne listine vloži državljan osebno pri pristojnem organu.
vložiti;(3) Pri računalniško podprtem načinu vodenja vpisnika lahko predstavlja ovitek spisa računalniški izpis, ki se vloži v poseben plastičen ovitek ali nalepi na ovitek spisa.
vložiti;V pravnem pouku plačilnega naloga je bila tudi opozorjena, da lahko, če ne vloži zahteve za sodno varstvo, v osmih dneh po pravnomočnosti plačilnega naloga plača le polovico izrečene globe, sicer se izrečena globa prisilno izterja v celoti.
vložiti;Takrat pa je bilo ugotovljeno, da sta obdolženca že vložila pritožbo. 
vložiti;Zoper plačilni nalog lahko vloži ugovor v osmihdneh. 
vložiti;Ugovor se torej vloži zoper plačilni nalog in ne zoper Obvestiloo prekršku.
vložiti;Pogosti so primeri, ko pobudnik piše nam in hkrati vloži pritožbotudi na ministrstvo za notranje zadeve. 
vložiti;Generalni državni tožilec RS nas je obvestil, da v primeru pobudnika ne bodo vložili zahteve za varstvo zakonitosti, Vrhovno sodišče RS pa je na svoji seji dne 14. decembra 1995 glede podobnega vprašanja sprejelo pravno mnenje. 
vložiti;Zavzelo je stališče, da je zahtevo za varstvo zakonitosti mogoče vložiti (tudi) zoper pravnomočen sklep, s katerim je bil zavrnjen zagovornikov predlog za odpravo pripora.
vložiti;Še posebej so bili seznanjeni s postopkom za varstvo pravic na podlagi 204. člena Zakona o delovnih razmerjih (ZDR) in vsi prizadeti delavci naj bi vložili tožbe zoper delodajalca na delovnem sodišču. 
vložiti;V izgradnjo svojega šestega bencinskega servisa v Sloveniji, ki se nahaja ob cesti Postojna – Pivka, smo v družbi Engrotuš vložili 300 milijonov tolarjev.
vložiti;V izgradnjo novega supermarketa smo v družbi Engrotuš vložili 750 milijonov tolarjev. 
vložiti;Pisno zahtevo za razčlenjen račun lahko vloži samo naročnik v 15 dneh po prejemu računa za pretekli mesec, oziroma tudi za določeno obdobje do največ treh mesecev vnaprej. 
vložiti;Če vam informativni izračun ni bil sestavljen in poslan, ste dolžni dohodninsko napoved vložiti sami, in sicer od 15. junija do 2. avgusta 2010. 
vložiti;Video: Starši vložili ovadbo
vložiti;Obdolžilni predlog se vloži v toliko izvodih, kolikor jih je treba za sodišče in za osebe, zoper katere je sprožen postopek o prekršku. 
vložiti;(3) Če je storilec vložil zahtevo za sodno varstvo oziroma pritožbo, pa zahteva oziroma pritožba zadrži izvršitev ali če izvršitev zadrži sodišče, se šteje ta rok od dneva, ko je bila storilcu naznanjena odločba, s katero je bila izpodbijana odločba potrjena ali spremenjena.
vložiti;Zoper to odločbo je mag. Vitoslav Türk kot tožeča stranka vložil tožbo na Upravno sodišče RS, hkrati pa je podal tudi predlog za izdajo začasne odredbe.
vložiti;V deklaracijo smo zapisali, da se lahko spremembe zakona vložijo v Državni zbor le ob soglasju socialnih partnerjev, saj je veljavni zakon nastal in bil sprejet prav s soglasjem le-teh. 
vložiti;Po podpisu izjave o usklajenosti so tri koalicijske stranke – SDS, SLS in NSi – vložile amandma, ki bo konec letošnjega oktobra razveljavil 42. člen ZSPJS. 
vložiti;Če sta minili več kot dve leti, odkar je študent prekinil študij, mora za nadaljevanje študija vložiti prošnjo na pristojni organ članice univerze.
vložiti;Prijave kršitev so brezplačne, razen na Finskem, kjer mora prijavo vložiti potrošniška organizacija, in na Portugalskem, kjer je potrebno plačati pritožbe nad konkurenčnimi oglasi. 
vložiti;Kriminalisti so na podlagi kazenske ovadbe, ki jo je zoper novinarja vložilo Ministrstvo za obrambo zaradi suma izdaje vojaške tajnosti, novinarja povabili na pogovor. 
vložiti;Omejevalni pogoji zakona so vplivali na prakso in opazovanje elektronskih medijev, samo nekaj prošenj za spremembo lastniške strukture, ki so jih vložile lokalne radijske in televizijske postaje. 
vložiti;Sindikat je zaradi neplačevanja prispevkov na celjsko tožilstvo vložil kazensko ovadbo zoper odgovorne v tej družbi, vendar je tožilstvo ovadbo zavrglo, ker da bi protipravna posledica sledila šele, ko bi se posamezen delavec, za katerega delodajalec ni plačal prispevkov, želel upokojiti.
vložiti;47-letna Jenny Smith iz kanadskega Toronta je na delovnem sodišču vložila kazensko ovadbo zoper svojega mlajšega nadrejenega, ker je, kot je navedla sama nikoli niti ne povoha.
vložiti;Po izdaji dodatne obrazložitve odločitve o oddaji javnega naročila (dokument št. JN VV 09/02-G, z dne 30.03.2010) je vlagatelj dne 11.04.2010 vložil zahtevek za revizijo, v katerem je naročniku očital nezakonito ravnanje s tem, ko je ponudbe petih konkurenčnih ponudnikov, ki so se po merilu najnižje cene uvrstili pred ponudbo vlagatelja označil kot popolne in pravilne ponudbe. 
vložiti;V kampu v Adrii so na sodišče vložili predlog, da določi izvršitelja, ki bo izvršil odločbo sodišča, ki je za začasnega upravitelja kampa določilo Adrio Ankaran.
vložiti;Poslanci poslanskih skupin SNS in SDS-a so vložili predlog za Gantarjevo razrešitev, ker menijo, da je kršil ustavo in parlamentarni poslovnik s tem, ko je zavrnil njihovo zahtevo po sklicu izredne seje. 
vložiti;Ce sta minili vec kot dve leti, odkar je študent prekinil študij, mora za nadaljevanje študija vložiti prošnjo na pristojni organ clanice univerze.
vložiti;V izgradnjo svojega šestega bencinskega servisa v Sloveniji, ki se nahaja ob cesti Postojna – Pivka, bomo vložili 300 milijonov tolarjev. 
vložiti;Aleksander Svetelšek, direktor naše družbe, je o investiciji povedal: ˝V izgradnjo supermarketa v Prevaljah smo vložili 530 milijonov tolarjev. 
vložiti;V izgradnjo objekta smo vložili kar 630 milijonov tolarjev. 
vložiti;Na to, kar smo v koaliciji opozorili in vložili amandma pa ga niste upoštevali. 
vložiti;Moram reči, da je potrebno ob tej točki imeti v mislih, tako kot smo se večkrat danes vračali, k zgodovini tega sprejemanja in tudi, pač tisti zakon iz leta 1996 in celotno problematiko reševanja prestrukturiranja podjetij v 90. letih, kjer je država veliko svojega denarja vložila v prestrukturiranje podjetij in pa s tem omogočila nemoteno delovanje teh podjetij in tudi uspešno ...rast družbo kot celot. 
vložiti;Leta 399 pr. n. št. so trije Atenci (Meletos, Anikos, Likon) vložili tožbo zoper Sokrata, češ da ne veruje v državne bogove, da uvaja nova božanstva in da kvari mladino. 
vložiti;Del prizadevanj, da dosežem avtentičnost, sem vložil v snemanje na številnih avtentičnih lokacijah, med katerimi je bivši Stasijev center v ulici Normannenstrasse, na naslovu, ki je med vladavino SED-a vzbujal strah. 
vložiti;Oskarjevski igralec in režiser Mel Gibson je vložil papirje za prepoved približevanja materi svoje 8-mesečne hčerke Lucie .
vložiti;Študentje, ki ste vložili vlogo za prepis, boste z vpisno komisijo imeli razgovor v petek.
vložiti;Če namreč ne bi bil niti soudeležen pri politiki pregona, niti ne bi smel izražati interes, kako potekajo posamezne zadeve, ki imajo širši odmev v javnosti in koordinirati delo tožilstev in tožilcev, niti sam prevzeti zadeve, pri kateri je potrebno vložiti zahtevo za varstvo zakonitosti ali drugo izredno pravno sredstvo, potem je funkcija generalnega tožilca videti nepomebna in nepotrebna. 
vložiti;Vlagatelj je z vlogo, z dne 10. 3. 2010 vložil zahtevek za revizijo, s katerim je predlagal razveljavitev Odločitve o oddaji naročila št. 1-1859/2009, z dne 12. 11. 2009 ter vseh nadaljnjih odločitev naročnika v postopku oddaje javnega naročila, in da se ugotovi, da je ponudba vlagatelja popolna ter glede na merilo izbora najugodnejša. 
vložiti;Po prejemu dodatne obrazložitve in vpogledu v ponudbi je vlagatelj z vlogo z dne 22.3.2010 vložil zahtevek za revizijo. 
vložiti;Gledalci skorajda ne zaznamo, a gotovo začutimo ozadje, ki ga je Mare Lakovič vložil v te portrete. 
vložiti;To pa je stanje, ko je posameznik vložil prošnjo po omenjenem členu, o njej pa še ni odločeno. 
vložiti;Predlog za obnovo postopka se lahko vloži v roku 30 dni od dneva, ko je upravičenec izvedel za razlog, zaradi katerega se lahko obnovi disciplinski postopek.
vložiti;Nadalje, ELES je za manjkajoče služnostne pravice obnove daljnovoda skozi naselje Renče pri ustrezni Upravni enoti že vložil zahtevke za ustanovitev prisilne služnostne pravice. 
vložiti;Z Jackom začneta iskati ljudi, ki bi bili pripravljeni vložiti denar v snemanje filma. 
vložiti;Obtožnico je vložila šele posebna skupina državnih tožilcev, V primeru Šrota torej ne Celjsko državno tožilstvo oziroma Okrožno Sodišče v Celju, ki bi menda moralo biti pristojno. 
vložiti;Oblasti v Kaliforniji so proti njemu vložile tožbo, s katero zahtevajo poplačilo 3.594.409 dolarjev davkov za isto časovno obdobje.
vložiti;Interpelacija, ki sta jo vložila SDS in SNS, ni utemeljena na dejstvih, njeno besedilo pa ni vredno slovenskega parlamentarizma, na obtožbe odgovarja minister za šolstvo Igor Lukšič.
vložiti;Podobno pa tudi ne verjame v ustavno sodišče, da bo razveljavilo zakon o ratifikaciji arbitražnega sporazuma o meji med Slovenijo in Hrvaško, ki so ga v ponedeljek v ustavno presojo vložile opozicijske SDS, SLS in SNS. 
vložiti;Od štiri do pet milijonov evrov bodo letno vložili v Asko
vložiti;Vlada je že junija zagotovila, da bo Slovenija, če bo pri načrtovanih plinskih terminalih ugotovila okoljevarstvene vplive, ki niso skladni s pravili evropskih direktiv, vložila tožbo zoper Italijo. 
vložiti;NE VEM, KAJ ŠE ČAKAŠ VLOŽI ŽE ENKRAT TOŽBO, SAJ ITAK NE BOŠ VIDEL DENARJA, HILDA NAMREČ LAŽE HITREJE KOT PES TEČE IN TO VSEM, DELAVCEM, PODIZVAJALCEM IN CELO DRŽAVI, NE UKREPA PE ŠE NIHČE NIČ!!!!!!!!!! 
vložiti;občinski uradnik je dobil idejo kako postati miljader in pri tem nič vložiti niti garantirati s svojim premoženjem...no pa mu je pot prekrižala kriza...
vložiti;če se že znamo z njimi postavljati, pa še v njih nekaj vložimo, mar ne ????
vložiti;Aprila so proti Beckerjevi vložili novo obtožnico, obtožena je sodelovanja pri umoru, ne pa tudi dejanskega streljanja.
vložiti;Predlagal bom, da spremenimo pogodbo oz. odpovedal pogodbo ali celo vložil tožbo za razvezo določenih členov v pogodbi.
vložiti;V omako nato vložimo popečene zrezke in kuhamo še nekaj minut.
vložiti;Pravna oseba, ki želi pridobiti delnice koncesionarja, mora na Ministrstvo za finance vložiti zahtevo za izdajo soglasja in priložiti zakonsko predpisano dokumentacijo. 
vložiti;Če je kdo lagal se vloži tožba, samo potem tvegaš da boš soodgovoren za padec slovenije na lestvici svobode medijev......
vložiti;Proti Irmi Pavlinič Krebs bodo sindikati vložili tudi kazensko ovadbo. 
vložiti;Tvoja iniciativa, da z Jelinčičem in Zornom sopodpišeš in vložiš zahtevo za razpis referenduma o novem Zakonu o RTV, me je zelo presenetila in zmotila, piše nekdanji poslanec SD. 
vložiti;Čeprav je vložil veliko denarja za nakup molka neznanega dokončnega števila ljubic, s katerimi je bil nezvest švedski ženi Elin Nordegren, velika večina ni in ne bo molčala. 
vložiti;Vodstvo Mersteela bo danes na sodišče vložilo načrt finančnega prestrukturiranja. 
vložiti;Hrvaška je namreč že 2. julija 1999 na ICJ vložila postopek proti tedanji Zvezni republiki Jugoslaviji zaradi domnevne kršitve konvencije o preprečevanju in kaznovanju zločina genocida med oboroženimi spopadi na ozemlju Hrvaške (1991–1995). 
vložiti;Podoben korak pa je 4. januarja letos naredil Beograd, ki je na sodišče vložil tožbo proti Hrvaški, ki se nanaša na genocid nad Srbi prav tako med vojno na Hrvaškem.
vložiti;BMW bo v proizvodnjo električnih avtomobilov vložil 400 milijonov evrov
